GUBUN,YYYYMM,BIZ_CD,BIZ_NM,NEW_ADDR,NEW_ADDR1,NEW_ADDR2
추가,202003,HH8380,(주)승진,"경상남도 김해시 내덕로108번길 7, 1층",경상남도 김해시,"내덕로108번길 7, 1층"
추가,202003,LA2208,보강연합의원,"경상남도 김해시 월산로 111-43, 201호",경상남도 김해시,"월산로 111-43, 201호"
추가,202003,JH8060,(주)송산산업개발,"경상남도 김해시 칠산로413번길 16-7, 3층",경상남도 김해시,"칠산로413번길 16-7, 3층"
추가,202003,LB3621,명륜진사갈비내외점,"경상남도 김해시 전하로 252-8, 2층",경상남도 김해시,"전하로 252-8, 2층"
추가,202003,W18483,유강스프링,"경상남도 김해시 고모로364번길 85,",경상남도 김해시,"고모로364번길 85,"
추가,202003,DW2544,물회일번가,"경상남도 김해시 인제로91번길 12-1,",경상남도 김해시,"인제로91번길 12-1,"
추가,202003,IW9225,(주)한국쿨러유압,"경상남도 김해시 하계로240번길 93-8,",경상남도 김해시,"하계로240번길 93-8,"
추가,202003,LB3370,아란상사,"경상남도 김해시 분성로707번길 30, 1층",경상남도 김해시,"분성로707번길 30, 1층"
추가,202003,IM3664,(주)세영,"경상남도 김해시 서부로 266,",경상남도 김해시,"서부로 266,"
추가,202003,LA0437,차주유소,"경상남도 김해시 장유로 71,",경상남도 김해시,"장유로 71,"
추가,202003,LB8521,대현테크,"경상남도 김해시 김해대로974번길 104, 1층",경상남도 김해시,"김해대로974번길 104, 1층"
추가,202003,X84382,현진이엔지,"경상남도 김해시 마사로 36-44,",경상남도 김해시,"마사로 36-44,"
추가,202003,LA4578,큐브캐드캠아이티전문학원,"경상남도 김해시 여래로20번길 45, 에이동상가 301호  상가402호",경상남도 김해시,"여래로20번길 45, 에이동상가 301호  상가402호"
추가,202003,LB7562,하나고고몰,"경상남도 김해시 금관대로1277번길 12-13, 403호",경상남도 김해시,"금관대로1277번길 12-13, 403호"
추가,202003,JC6127,(주)리빙테크,"경상남도 김해시 나전로 308,",경상남도 김해시,"나전로 308,"
추가,202003,JG1885,(주)현정에스앤피,"경상남도 김해시 김해대로1031번안길 72,",경상남도 김해시,"김해대로1031번안길 72,"
추가,202003,LA8633,공룡피자피자빅진영점,"경상남도 김해시 장등로19번길 5, 103호",경상남도 김해시,"장등로19번길 5, 103호"
추가,202003,HL9844,대한건업(주),"경상남도 김해시 분성로 497, 401호",경상남도 김해시,"분성로 497, 401호"
추가,202003,JH3565,(주)엠티비엠,"경상남도 김해시 골든루트로 80-16, 4층  406동 3호",경상남도 김해시,"골든루트로 80-16, 4층  406동 3호"
추가,202003,LA7632,모텔와플,"경상남도 김해시 번화1로76번길 24, 401 501호",경상남도 김해시,"번화1로76번길 24, 401 501호"
추가,202003,JB6171,(주)플루토전자,"경상남도 김해시 김해대로2635번길 66-1,",경상남도 김해시,"김해대로2635번길 66-1,"
추가,202003,JS2171,행복유랑단협동조합,"경상남도 김해시 금관대로 1215,",경상남도 김해시,"금관대로 1215,"
추가,202003,JW6592,(주)안전드림,"경상남도 김해시 골든루트로 80-16, 307호",경상남도 김해시,"골든루트로 80-16, 307호"
추가,202003,LB8696,강프로중고타이어,"경상남도 김해시 구지로 173,",경상남도 김해시,"구지로 173,"
추가,202003,LA5204,(주)넥스원프레시,"경상남도 김해시 삼계중앙로 46, 401호",경상남도 김해시,"삼계중앙로 46, 401호"
추가,202003,LA7411,가령식탁,"경상남도 김해시 삼안로 108, 상가동 105호",경상남도 김해시,"삼안로 108, 상가동 105호"
추가,202003,FD2218,부흥,"경상남도 김해시 김해대로2635번길 22,",경상남도 김해시,"김해대로2635번길 22,"
추가,202003,JK0756,(주)데일리투어,"경상남도 김해시 계동로23번길 19-14, 201호",경상남도 김해시,"계동로23번길 19-14, 201호"
추가,202003,JU7428,(주)숨쉬는도시생태연구소,"경상남도 김해시 김해대로 2232, 4층  김해사회적공동체지원센터  내",경상남도 김해시,"김해대로 2232, 4층  김해사회적공동체지원센터  내"
추가,202003,LA1331,주현상사,"경상남도 김해시 진례로 347,",경상남도 김해시,"진례로 347,"
추가,202003,LA8519,제이엔테크산기,"경상남도 김해시 서부로1499번길 46,",경상남도 김해시,"서부로1499번길 46,"
추가,202003,LB3711,김해타이어24H,"경상남도 김해시 인제로 133-10,",경상남도 김해시,"인제로 133-10,"
추가,202003,LB6679,라온태권도장,"경상남도 김해시 천곡로7번길 15, 3층",경상남도 김해시,"천곡로7번길 15, 3층"
추가,202003,R25565,대운부동산,"경상남도 김해시 금관대로 870-24, 311호",경상남도 김해시,"금관대로 870-24, 311호"
추가,202003,DW2100,칠산금속,"경상남도 김해시 서부로1638번길 133-34, A동",경상남도 김해시,"서부로1638번길 133-34, A동"
추가,202003,LB7680,삼계컴퓨터학원,"경상남도 김해시 해반천로168번길 38, 8층  801호",경상남도 김해시,"해반천로168번길 38, 8층  801호"
추가,202003,FE9682,창건기업,"경상남도 김해시 김해대로927번길 65,",경상남도 김해시,"김해대로927번길 65,"
추가,202003,JV9240,(주)흥부몰,"경상남도 김해시 서부로 1629,",경상남도 김해시,"서부로 1629,"
추가,202003,LA2760,땅스부대찌개율하점,"경상남도 김해시 율하1로 103, 102호",경상남도 김해시,"율하1로 103, 102호"
추가,202003,LA3046,두광인프라,"경상남도 김해시 장유로 360, 108동 1402호",경상남도 김해시,"장유로 360, 108동 1402호"
추가,202004,FP2204,엘에프텍,"경상남도 김해시 서부로396번길 20-35,",경상남도 김해시,"서부로396번길 20-35,"
추가,202004,JG7404,광구건설(주),"경상남도 김해시 전하로208번길 40-12, 상가동 302호",경상남도 김해시,"전하로208번길 40-12, 상가동 302호"
추가,202004,LC9822,광림닥트,"경상남도 김해시 삼안로 320,",경상남도 김해시,"삼안로 320,"
추가,202004,LD2601,지온수산,"경상남도 김해시 흥동로 129, 502호",경상남도 김해시,"흥동로 129, 502호"
추가,202004,X53583,우노베네지아,"경상남도 김해시 칠산로441번길 12-11,",경상남도 김해시,"칠산로441번길 12-11,"
추가,202004,D89405,칠원사,"경상남도 김해시 동남로482번길 5, 1층",경상남도 김해시,"동남로482번길 5, 1층"
추가,202004,LC2872,디테일스팀세차,"경상남도 김해시 금관대로 1284,",경상남도 김해시,"금관대로 1284,"
추가,202004,LC3395,제이케이,"경상남도 김해시 김해대로2491번길 25, 4층",경상남도 김해시,"김해대로2491번길 25, 4층"
추가,202004,LC5267,한땀핸즈,"경상남도 김해시 관동로 79, 1층",경상남도 김해시,"관동로 79, 1층"
추가,202004,FF5967,장유V모텔,"경상남도 김해시 번화1로67번길 26,",경상남도 김해시,"번화1로67번길 26,"
추가,202004,JT4791,(주)정우,"경상남도 김해시 서부로1541번길 47-14,",경상남도 김해시,"서부로1541번길 47-14,"
추가,202004,JY2914,두원산업(주),"경상남도 김해시 테크노밸리1로93번길 23,",경상남도 김해시,"테크노밸리1로93번길 23,"
추가,202004,X37995,신라산업,"경상남도 김해시 번화1로123번길 3-8,",경상남도 김해시,"번화1로123번길 3-8,"
추가,202004,IZ5927,(주)계원산업,"경상남도 김해시 안하로116번길 58-26,",경상남도 김해시,"안하로116번길 58-26,"
추가,202004,JU0692,(주)세윤,"경상남도 김해시 김해대로2492번길 54-15,",경상남도 김해시,"김해대로2492번길 54-15,"
추가,202004,LC2216,우아한나날들,"경상남도 김해시 금관대로 1218, 1동",경상남도 김해시,"금관대로 1218, 1동"
추가,202004,V96906,신진엔지니어링,"경상남도 김해시 김해대로 94-23,",경상남도 김해시,"김해대로 94-23,"
추가,202004,LC1294,키즈홀릭에듀케이션,"경상남도 김해시 관동로 112,",경상남도 김해시,"관동로 112,"
추가,202004,LD0720,씨앤푸드,"경상남도 김해시 호계로300번길 179-1,",경상남도 김해시,"호계로300번길 179-1,"
추가,202004,LD4802,HSC,"경상남도 김해시 골든루트로66번길 48-5, 14동",경상남도 김해시,"골든루트로66번길 48-5, 14동"
추가,202004,LD7288,티아이테크,"경상남도 김해시 동북로473번길 266-19,",경상남도 김해시,"동북로473번길 266-19,"
추가,202004,LB2987,(주)세종글로벌,"경상남도 김해시 삼계로55번길 22, 610호",경상남도 김해시,"삼계로55번길 22, 610호"
변경,202003,FD4403,성우스틸,"경상남도 김해시 서부로1637번길 181,",경상남도 김해시,"서부로1637번길 181,"
변경,202003,205956,태성기계,"경상남도 김해시 분성로541번길 56-1,",경상남도 김해시,"분성로541번길 56-1,"
변경,202003,CC6596,(주)에스앤코리아,"경상남도 김해시 골든루트로129번길 169-5,",경상남도 김해시,"골든루트로129번길 169-5,"
변경,202003,HS5745,레스텍(주),"경상남도 김해시 본산1로 79,",경상남도 김해시,"본산1로 79,"
변경,202003,IY4151,공동육아협동조합바라쿱,"경상남도 김해시 인제로 196, 602호",경상남도 김해시,"인제로 196, 602호"
변경,202003,G11836,김해아이쿱소비자생활협동조합,"경상남도 김해시 삼계로 51, 2층",경상남도 김해시,"삼계로 51, 2층"
변경,202003,II5692,제이월드,"경상남도 김해시 대동로480번길 45-20, 외 2호 필지",경상남도 김해시,"대동로480번길 45-20, 외 2호 필지"
변경,202003,V75290,30번중도매인,"경상남도 김해시 서부로1403번길 23-100,",경상남도 김해시,"서부로1403번길 23-100,"
변경,202003,CC0262,(주)디에이치엠아이,"경상남도 김해시 장방로 136-18,",경상남도 김해시,"장방로 136-18,"
변경,202003,HI5029,(주)강원알앤디,"경상남도 김해시 분성로 449, 2층",경상남도 김해시,"분성로 449, 2층"
변경,202003,L94029,(주)보은전자,"경상남도 김해시 김해대로2635번길 22, 2층",경상남도 김해시,"김해대로2635번길 22, 2층"
변경,202003,R27574,성산ENG,"경상남도 김해시 소망길 8,",경상남도 김해시,"소망길 8,"
변경,202003,W63956,정인테크,"경상남도 김해시 서부로1331번길 23,",경상남도 김해시,"서부로1331번길 23,"
변경,202003,IS0049,(주)조원산업개발,"경상남도 김해시 진례로 226-19,",경상남도 김해시,"진례로 226-19,"
변경,202003,IT7676,(주)금수조경,"경상남도 김해시 삼계중앙로 46, 601호",경상남도 김해시,"삼계중앙로 46, 601호"
변경,202003,JB1763,(유)하나개발,"경상남도 김해시 칠산로413번길 16-7, 3층",경상남도 김해시,"칠산로413번길 16-7, 3층"
변경,202003,IT7486,철'S당구클럽,"경상남도 김해시 금관대로 1196, 2층",경상남도 김해시,"금관대로 1196, 2층"
변경,202003,R76081,겅호테크,"경상남도 김해시 고모로 569,",경상남도 김해시,"고모로 569,"
변경,202003,84884,(주)삼정터빈,"경상남도 김해시 고모로180번길 116,",경상남도 김해시,"고모로180번길 116,"
변경,202003,DJ0482,대명쇼트기계,"경상남도 김해시 고모로 596-47,",경상남도 김해시,"고모로 596-47,"
변경,202003,F35328,대명산업기술(주),"경상남도 김해시 테크노밸리길 170-5,",경상남도 김해시,"테크노밸리길 170-5,"
변경,202003,IN1654,(주)장안건설,"경상남도 김해시 김해대로 770-4, 102호",경상남도 김해시,"김해대로 770-4, 102호"
변경,202003,JH5981,(주)대성테크,"경상남도 김해시 유하로133번길 25-1,",경상남도 김해시,"유하로133번길 25-1,"
변경,202003,M87566,(주)에스엠네트웍스,"경상남도 김해시 김해대로2324번길 48-23, 1동 301호",경상남도 김해시,"김해대로2324번길 48-23, 1동 301호"
변경,202003,259531,지성산업,"경상남도 김해시 김해대로2635번길 11-28,",경상남도 김해시,"김해대로2635번길 11-28,"
변경,202003,283726,대원테크,"경상남도 김해시 동북로195번길 11,",경상남도 김해시,"동북로195번길 11,"
변경,202003,475812,(주)엑스페라,"경상남도 김해시 생림대로928번길 87,",경상남도 김해시,"생림대로928번길 87,"
변경,202003,J02630,한빛이앤지(주),"경상남도 김해시 테크노밸리로 204,",경상남도 김해시,"테크노밸리로 204,"
변경,202003,L00454,(주)구구산업개발,"경상남도 김해시 김해대로769번길 41,",경상남도 김해시,"김해대로769번길 41,"
변경,202003,R30798,SGEM,"경상남도 김해시 안곡로448번길 1-20,",경상남도 김해시,"안곡로448번길 1-20,"
변경,202003,S55106,(주)건덕,"경상남도 김해시 동북로473번길 402,",경상남도 김해시,"동북로473번길 402,"
변경,202003,HI9654,에스티이(주),"경상남도 김해시 고모로 43,",경상남도 김해시,"고모로 43,"
변경,202003,JG0460,지금,"경상남도 김해시 김해대로 1894-21,",경상남도 김해시,"김해대로 1894-21,"
변경,202003,208849,(주)신영칼라,"경상남도 김해시 함박로 162, 203동 303호",경상남도 김해시,"함박로 162, 203동 303호"
변경,202003,JR3448,부동산(박윤희),"경상남도 김해시 본산로212번길 41,",경상남도 김해시,"본산로212번길 41,"
변경,202003,C14964,(주)삼양설비,"경상남도 김해시 장유로 98-2,",경상남도 김해시,"장유로 98-2,"
변경,202003,IM0765,(주)씨아이씨메탈,"경상남도 김해시 대동로 515,",경상남도 김해시,"대동로 515,"
변경,202003,HK7544,신안기술(주),"경상남도 김해시 고모로582번길 21-1,",경상남도 김해시,"고모로582번길 21-1,"
변경,202003,IW6166,(주)천웅성,"경상남도 김해시 서부로346번길 14,",경상남도 김해시,"서부로346번길 14,"
변경,202003,J78229,성보기계,"경상남도 김해시 진영로454번길 74-14,",경상남도 김해시,"진영로454번길 74-14,"
변경,202003,M17066,(주)영상비엔씨,"경상남도 김해시 가동로 62-62,",경상남도 김해시,"가동로 62-62,"
변경,202003,V73619,삼우산업,"경상남도 김해시 고모로526번길 51-43,",경상남도 김해시,"고모로526번길 51-43,"
변경,202003,575331,(주)정진산업,"경상남도 김해시 상동로685번길 138,",경상남도 김해시,"상동로685번길 138,"
변경,202003,CC0445,(주)승화메탈,"경상남도 김해시 칠산로179번길 50,",경상남도 김해시,"칠산로179번길 50,"
변경,202003,FE8576,대운기계,"경상남도 김해시 장방로 232-21, 1층  대운기계",경상남도 김해시,"장방로 232-21, 1층  대운기계"
변경,202003,H40630,(주)포보스골프,"경상남도 김해시 삼안로 320, 3층",경상남도 김해시,"삼안로 320, 3층"
변경,202003,IP6280,(주)이헌환경,"경상남도 김해시 서부로1499번안길 28,",경상남도 김해시,"서부로1499번안길 28,"
변경,202003,J72423,사회복지법인가람복지재단,"경상남도 김해시 김해대로332번길 62, 가람복지재단어린이집",경상남도 김해시,"김해대로332번길 62, 가람복지재단어린이집"
변경,202003,X97925,서광엔텍,"경상남도 김해시 동북로473번길 382-66,",경상남도 김해시,"동북로473번길 382-66,"
변경,202003,575248,신일산업,"경상남도 김해시 상동로685번안길 10,",경상남도 김해시,"상동로685번안길 10,"
변경,202003,HP7838,와이엠아이(주),"경상남도 김해시 고모로324번길 103-75,",경상남도 김해시,"고모로324번길 103-75,"
변경,202003,HV9619,(주)아이엠하이드,"경상남도 김해시 한림로 208-1, 주)하나유압내",경상남도 김해시,"한림로 208-1, 주)하나유압내"
변경,202003,JZ6981,쪼마니공예학원,"경상남도 김해시 번화1로19번길 22-1, 1층",경상남도 김해시,"번화1로19번길 22-1, 1층"
변경,202003,S09177,(유)해광,"경상남도 김해시 대동로 494,",경상남도 김해시,"대동로 494,"
변경,202003,575476,희성산업,"경상남도 김해시 고모로442번길 52-1,",경상남도 김해시,"고모로442번길 52-1,"
변경,202003,995686,신한유도가열,"경상남도 김해시 상동로 263-32,",경상남도 김해시,"상동로 263-32,"
변경,202003,T37571,(주)함께가는사람들,"경상남도 김해시 김해대로2371번길 12-13, 101호",경상남도 김해시,"김해대로2371번길 12-13, 101호"
변경,202003,Y32660,한두원테크,"경상남도 김해시 상동로 78-38,",경상남도 김해시,"상동로 78-38,"
변경,202003,888495,낙동강오리알(주),"경상남도 김해시 삼안로 36-5, 1층",경상남도 김해시,"삼안로 36-5, 1층"
변경,202003,C16747,(주)윈앤윈건설,"경상남도 김해시 본산로 15-17, 449호",경상남도 김해시,"본산로 15-17, 449호"
변경,202003,I16557,엠지피,"경상남도 김해시 안양로 123,",경상남도 김해시,"안양로 123,"
변경,202003,I26801,(주)엔에스트레이딩,"경상남도 김해시 대동로 879,",경상남도 김해시,"대동로 879,"
변경,202003,I72445,나우건설(주),"경상남도 김해시 인제로 5, 302호",경상남도 김해시,"인제로 5, 302호"
변경,202003,IW4764,(주)앨에스태크,"경상남도 김해시 대동로962번길 62-70,",경상남도 김해시,"대동로962번길 62-70,"
변경,202003,JQ8971,씨엔텍,"경상남도 김해시 장유로89번길 5,",경상남도 김해시,"장유로89번길 5,"
변경,202003,P57225,제이씨메디테크,"경상남도 김해시 소망길 88, 101호  재김해의생명센터",경상남도 김해시,"소망길 88, 101호  재김해의생명센터"
변경,202003,V42512,세븐일레븐김해어방본점,"경상남도 김해시 인제로170번길 9-19, 지하층 101호",경상남도 김해시,"인제로170번길 9-19, 지하층 101호"
변경,202003,HP0409,(주)푸른아침,"경상남도 김해시 김해대로2529번길 53,",경상남도 김해시,"김해대로2529번길 53,"
변경,202003,L00397,(주)티에스에이,"경상남도 김해시 삼계로69번길 3,",경상남도 김해시,"삼계로69번길 3,"
변경,202003,L93801,SR중공업,"경상남도 김해시 동북로473번길 58-1,",경상남도 김해시,"동북로473번길 58-1,"
변경,202003,HN6883,(주)황금개발,"경상남도 김해시 칠산로295번길 9-1, 1층  101호",경상남도 김해시,"칠산로295번길 9-1, 1층  101호"
변경,202003,HQ0201,해운산업개발(주),"경상남도 김해시 번화1로68번길 9, 408호",경상남도 김해시,"번화1로68번길 9, 408호"
변경,202003,HS6671,금강정밀,"경상남도 김해시 인제로 723, 외 2호 필지",경상남도 김해시,"인제로 723, 외 2호 필지"
변경,202003,IP1993,농업회사법인(주)보경,"경상남도 김해시 상동로375번길 80-22,",경상남도 김해시,"상동로375번길 80-22,"
변경,202003,J10684,(주)아이덴,"경상남도 김해시 골든루트로 80-59, 603호  우측",경상남도 김해시,"골든루트로 80-59, 603호  우측"
변경,202003,JM7961,종합건축사사무소오브제민,"경상남도 김해시 호계로422번길 13-1,",경상남도 김해시,"호계로422번길 13-1,"
변경,202003,P93235,시영유통,"경상남도 김해시 분성로 142, 제B동 창고동쪽",경상남도 김해시,"분성로 142, 제B동 창고동쪽"
변경,202003,C12248,가교산업(주),"경상남도 김해시 김해대로 1160-22,",경상남도 김해시,"김해대로 1160-22,"
변경,202003,G36955,신화비엔피(주),"경상남도 김해시 상동로 153-2,",경상남도 김해시,"상동로 153-2,"
변경,202003,HO4144,(주)오타시가르고,"경상남도 김해시 가락로86번길 5-5, 1층",경상남도 김해시,"가락로86번길 5-5, 1층"
변경,202003,IQ6703,(주)정원이엔지,"경상남도 김해시 삼안로24번길 19,",경상남도 김해시,"삼안로24번길 19,"
변경,202003,IU3280,청림테크,"경상남도 김해시 용덕로114번길 11-2,",경상남도 김해시,"용덕로114번길 11-2,"
변경,202003,297868,코리아테크,"경상남도 김해시 서부로1701번안길 58-63,",경상남도 김해시,"서부로1701번안길 58-63,"
변경,202003,HV9481,(주)이케이폼컴퍼니,"경상남도 김해시 평지길 19,",경상남도 김해시,"평지길 19,"
변경,202003,IN4049,(주)선양유통,"경상남도 김해시 서부로 275,",경상남도 김해시,"서부로 275,"
변경,202003,DN1840,돈가문푸드,"경상남도 김해시 서부로 1445,",경상남도 김해시,"서부로 1445,"
변경,202003,JP5188,아이비클럽진영점,"경상남도 김해시 여래로 15-10, 101호",경상남도 김해시,"여래로 15-10, 101호"
변경,202003,925308,남경횟집,"경상남도 김해시 식만로 361-1,",경상남도 김해시,"식만로 361-1,"
변경,202003,DW2053,다래정밀,"경상남도 김해시 송현로 129-8,",경상남도 김해시,"송현로 129-8,"
변경,202003,H66215,(주)영일기계,"경상남도 김해시 테크노밸리로 133,",경상남도 김해시,"테크노밸리로 133,"
변경,202003,JQ8426,미담,"경상남도 김해시 김해대로1031번길 45, C동 1호  2층",경상남도 김해시,"김해대로1031번길 45, C동 1호  2층"
변경,202003,214692,(주)재흥정공,"경상남도 김해시 고모로364번길 89,",경상남도 김해시,"고모로364번길 89,"
변경,202003,E47121,(주)그루,"경상남도 김해시 김해대로927번길 89-23,",경상남도 김해시,"김해대로927번길 89-23,"
변경,202003,I95714,(주)용원,"경상남도 김해시 흥동로171번길 40,",경상남도 김해시,"흥동로171번길 40,"
변경,202003,J59062,산딸기닷컴(주),"경상남도 김해시 장척로 374,",경상남도 김해시,"장척로 374,"
변경,202003,L87896,(주)형제전기,"경상남도 김해시 테크노밸리1로 20-21,",경상남도 김해시,"테크노밸리1로 20-21,"
변경,202003,G83804,(주)도고산업,"경상남도 김해시 김해대로1031번안길 13,",경상남도 김해시,"김해대로1031번안길 13,"
변경,202003,G90914,(주)성진이엔티,"경상남도 김해시 소락로 122,",경상남도 김해시,"소락로 122,"
변경,202003,JF3869,스펠크리에이티브(주),"경상남도 김해시 김해대로 2232, 3층  창업까페 5호",경상남도 김해시,"김해대로 2232, 3층  창업까페 5호"
변경,202003,L68408,신광ENG,"경상남도 김해시 고모로324번길 135-32,",경상남도 김해시,"고모로324번길 135-32,"
변경,202003,M37820,(주)우인,"경상남도 김해시 고모로442번길 57-1,",경상남도 김해시,"고모로442번길 57-1,"
변경,202003,T36318,김해중앙새마을금고,"경상남도 김해시 호계로499번길 11-2,",경상남도 김해시,"호계로499번길 11-2,"
변경,202003,312139,엠비씨열쇠,"경상남도 김해시 금관대로 1293,",경상남도 김해시,"금관대로 1293,"
변경,202003,C99813,성원이엔피(주),"경상남도 김해시 나전로 317-104,",경상남도 김해시,"나전로 317-104,"
변경,202003,D95617,(주)유성에스디,"경상남도 김해시 율하2로222번길 14-8, 1층",경상남도 김해시,"율하2로222번길 14-8, 1층"
변경,202003,L73140,(주)미래인터내셔널,"경상남도 김해시 명동로 124-29,",경상남도 김해시,"명동로 124-29,"
변경,202003,336133,쌍용자동차김해가야판매대리점,"경상남도 김해시 금관대로 1349,",경상남도 김해시,"금관대로 1349,"
변경,202003,E47317,(주)경북식품,"경상남도 김해시 진례로311번길 22,",경상남도 김해시,"진례로311번길 22,"
변경,202003,G78660,(주)에이치에스텍,"경상남도 김해시 나전로 396-71,",경상남도 김해시,"나전로 396-71,"
변경,202003,HN7731,대일산업(주),"경상남도 김해시 번화1로44번길 31, 706호",경상남도 김해시,"번화1로44번길 31, 706호"
변경,202003,M30166,GS철강,"경상남도 김해시 금관대로1073번길 14,",경상남도 김해시,"금관대로1073번길 14,"
변경,202003,AL5150,우가주치과병원,"경상남도 김해시 전하로 287, 지하1층  1층 2호 층 4층",경상남도 김해시,"전하로 287, 지하1층  1층 2호 층 4층"
변경,202003,DW2772,채선,"경상남도 김해시 구지로211번길 7-28, 1층",경상남도 김해시,"구지로211번길 7-28, 1층"
변경,202003,I10997,(주)금성,"경상남도 김해시 서부로1701번안길 194,",경상남도 김해시,"서부로1701번안길 194,"
변경,202003,IU1768,(주)베스트커플러,"경상남도 김해시 인제로 707-20,",경상남도 김해시,"인제로 707-20,"
변경,202003,M19048,한길테크(주),"경상남도 김해시 서부로1541번길 125,",경상남도 김해시,"서부로1541번길 125,"
변경,202003,490047,동우하이텍(주),"경상남도 김해시 테크노밸리1로93번길 42-33,",경상남도 김해시,"테크노밸리1로93번길 42-33,"
변경,202003,H79288,대성산기,"경상남도 김해시 본산2로 135,",경상남도 김해시,"본산2로 135,"
변경,202003,H90393,영창메탈,"경상남도 김해시 김해대로1031번안길 10,",경상남도 김해시,"김해대로1031번안길 10,"
변경,202003,L06757,디에이치공조(주),"경상남도 김해시 고모로324번길 110,",경상남도 김해시,"고모로324번길 110,"
변경,202003,L38041,(주)디엔씨파우텍,"경상남도 김해시 김해대로 126,",경상남도 김해시,"김해대로 126,"
변경,202003,HR0478,(주)이솔씨씨앤,"경상남도 김해시 호계로422번길 18, 3층",경상남도 김해시,"호계로422번길 18, 3층"
변경,202003,I29169,(주)동양통운,"경상남도 김해시 김해대로2385번길 25, 404호",경상남도 김해시,"김해대로2385번길 25, 404호"
변경,202003,IW5877,영창이엔지(ENG),"경상남도 김해시 동북로473번길 266-54,",경상남도 김해시,"동북로473번길 266-54,"
변경,202003,J00308,(주)더리치,"경상남도 김해시 진산대로 117,",경상남도 김해시,"진산대로 117,"
변경,202003,L24250,(주)에이스전기,"경상남도 김해시 장방로 71,",경상남도 김해시,"장방로 71,"
변경,202003,L51424,(주)티와이,"경상남도 김해시 서부로411번길 38,",경상남도 김해시,"서부로411번길 38,"
변경,202003,P87878,강산플라텍,"경상남도 김해시 김해대로2662번길 13-40,",경상남도 김해시,"김해대로2662번길 13-40,"
변경,202003,J77015,(주)동진캐스팅,"경상남도 김해시 장유로115번길 50-17,",경상남도 김해시,"장유로115번길 50-17,"
변경,202003,JY2767,그린존,"경상남도 김해시 골든루트로 80-16, 106동 107호",경상남도 김해시,"골든루트로 80-16, 106동 107호"
변경,202003,HU2401,엠에스건설(주),"경상남도 김해시 우암로 175, 211호",경상남도 김해시,"우암로 175, 211호"
변경,202003,IZ6259,삼우금속,"경상남도 김해시 서부로179번길 39-38,",경상남도 김해시,"서부로179번길 39-38,"
변경,202003,JL8627,다민실업,"경상남도 김해시 김해대로1031번안길 62, 3층",경상남도 김해시,"김해대로1031번안길 62, 3층"
변경,202003,L80244,(주)정우개발,"경상남도 김해시 우암로 100, 상가동 301호",경상남도 김해시,"우암로 100, 상가동 301호"
변경,202003,H55540,(주)엠텍,"경상남도 김해시 고모로 88,",경상남도 김해시,"고모로 88,"
변경,202003,JA3477,유창기전,"경상남도 김해시 테크노밸리1로 20-11,",경상남도 김해시,"테크노밸리1로 20-11,"
변경,202003,JT4675,디엠테크,"경상남도 김해시 소락로 143,",경상남도 김해시,"소락로 143,"
변경,202003,L24347,(주)가인이엔지,"경상남도 김해시 생림대로950번길 13,",경상남도 김해시,"생림대로950번길 13,"
변경,202003,R41197,장유대리점,"경상남도 김해시 칠산로237번길 6-22,",경상남도 김해시,"칠산로237번길 6-22,"
변경,202003,T36420,(주)우석,"경상남도 김해시 테크노밸리1로 116-5,",경상남도 김해시,"테크노밸리1로 116-5,"
변경,202003,678214,덕상종합건설(주),"경상남도 김해시 내외중앙로 29, 406호",경상남도 김해시,"내외중앙로 29, 406호"
변경,202003,903806,미래창HD,"경상남도 김해시 금관대로910번길 28-8, 1층",경상남도 김해시,"금관대로910번길 28-8, 1층"
변경,202003,FN7692,회현마을공동체회현당사회적협동조합,"경상남도 김해시 가락로63번길 36,",경상남도 김해시,"가락로63번길 36,"
변경,202003,HL6848,(주)대흥개발,"경상남도 김해시 호계로 434,",경상남도 김해시,"호계로 434,"
변경,202003,HM7278,(주)진성테크원,"경상남도 김해시 고모로 561-52,",경상남도 김해시,"고모로 561-52,"
변경,202003,I43066,우일종합목재,"경상남도 김해시 상동로 371,",경상남도 김해시,"상동로 371,"
변경,202003,J80898,해승테크,"경상남도 김해시 김해대로 1260,",경상남도 김해시,"김해대로 1260,"
변경,202003,M13426,(주)엘케이코리아,"경상남도 김해시 내덕로 138,",경상남도 김해시,"내덕로 138,"
변경,202003,18376,두리화학(주),"경상남도 김해시 생림대로 826-90,",경상남도 김해시,"생림대로 826-90,"
변경,202003,487181,(주)엠에이티,"경상남도 김해시 고모로134번길 20,",경상남도 김해시,"고모로134번길 20,"
